Ticker,MS(0),ROIC(0),MS(5),ROIC(5),MS(10),ROIC(10)
CVRR,1.57,0.16,1.57,0.16,1.57,0.16
CVS,1.81,0.12,1.81,0.12,1.81,0.12
CYNI,2.16,0.97,1.21,0.49,0.9,0.35
CELP,1.39,0.21,1.39,0.21,1.39,0.21
CYS,0.86,0.01,0.86,0.01,0.86,0.01
CYT,1.75,0.11,1.65,0.11,1.58,0.1
DHI,1.29,0.08,1.29,0.08,1.29,0.08
DAN,1.07,0.09,1.07,0.09,1.07,0.09
DHR,1.69,0.13,1.53,0.12,1.42,0.11
DRI,1.64,0.05,1.64,0.05,1.64,0.05
DAR,0.86,0.03,0.86,0.03,0.86,0.03
DVA,1.5,0.1,1.5,0.1,1.5,0.1
DPM,1.22,0.08,1.22,0.08,1.22,0.08
DCT,1.3,0.02,1.3,0.02,1.3,0.02
DDR,1.22,0.02,1.22,0.02,1.22,0.02
DF,0.9,0.01,0.9,0.01,0.9,0.01
DECK,1.99,0.25,1.99,0.25,1.99,0.25
DE,1.15,0.11,1.07,0.1,1.01,0.1
DKL,4.14,0.26,4.14,0.26,4.14,0.26
DK,0.97,0.12,0.97,0.12,0.97,0.12
DLPH,2.48,0.17,2.48,0.17,2.48,0.17
DAL,0.93,0.09,0.93,0.09,0.93,0.09
DEL,1.95,0.07,1.95,0.07,1.95,0.07
DLX,2.3,0.2,2.3,0.2,2.3,0.2
DMD,0.79,0.13,0.49,0.11,0.37,0.1
DWRE,6.75,0.19,5.55,0.16,4.88,0.14
DNR,0.51,0.06,0.51,0.06,0.51,0.06
DVN,0.76,0.09,0.76,0.09,0.76,0.09
DV,1.01,0.09,1.01,0.09,1.01,0.09
DHX,1.37,0.17,1.18,0.15,1.07,0.13
DO,0.79,0.07,0.79,0.07,0.79,0.07
DRII,2.2,0.1,2.2,0.1,2.2,0.1
DRH,1.23,0.04,1.23,0.04,1.23,0.04
DKS,1.96,0.16,1.96,0.16,1.96,0.16
DBD,1.18,0.12,1.05,0.1,0.97,0.1
DLR,1.45,0.03,1.45,0.03,1.45,0.03
DGI,1.15,0.01,1.15,0.01,1.15,0.01
DDS,1.52,0.13,1.52,0.13,1.52,0.13
DIN,1.39,0.09,1.39,0.09,1.39,0.09
DPLO,5.79,0.05,5.79,0.05,5.79,0.05
DLB,2.09,0.23,1.67,0.18,1.44,0.16
DG,2.31,0.16,2.31,0.16,2.31,0.16
DOM,5.98,0.73,5.98,0.73,5.98,0.73
D,1.27,0.05,1.27,0.05,1.27,0.05
DPZ,12.41,0.64,12.41,0.64,12.41,0.64
UFS,0.66,0.06,0.66,0.06,0.66,0.06
DCI,3.08,0.21,2.8,0.19,2.6,0.18
PLOW,1.43,0.18,1.43,0.18,1.43,0.18
DEI,1.31,0.03,1.31,0.03,1.31,0.03
DOV,1.72,0.13,1.72,0.13,1.72,0.13
DDE,0.44,0.02,0.44,0.02,0.44,0.02
DVD,1.13,0.21,1.13,0.21,1.13,0.21
DOW,1.15,0.1,1.07,0.09,1.01,0.09
DPS,2.12,0.14,2.12,0.14,2.12,0.14
DRC,2.12,0.09,2.06,0.09,2.02,0.08
DW,2.66,0.18,2.66,0.18,2.66,0.18
DRQ,1.99,0.22,1.84,0.21,1.72,0.19
DST,1.65,0.1,1.65,0.1,1.65,0.1
DSW,2.37,0.17,2.37,0.17,2.37,0.17
DTE,0.85,0.06,0.85,0.06,0.85,0.06
DCO,0.85,0.07,0.85,0.07,0.85,0.07
DUK,0.81,0.04,0.81,0.04,0.81,0.04
DRE,1.49,0.06,1.49,0.06,1.49,0.06
DNB,3.2,0.23,3.2,0.23,3.2,0.23
DFT,1.14,0.06,1.14,0.06,1.14,0.06
DY,1.75,0.09,1.75,0.09,1.75,0.09
DYN,1.02,0.01,1.02,0.01,1.02,0.01
DD,1.69,0.13,1.49,0.11,1.35,0.1
SSP,1.51,0.04,1.51,0.04,1.51,0.04
EXP,2.58,0.13,2.58,0.13,2.58,0.13
EGP,1.82,0.05,1.82,0.05,1.82,0.05
EMN,1.18,0.11,1.13,0.1,1.1,0.1
KODK,0.59,0.08,0.52,0.07,0.47,0.07
ETN,1.24,0.07,1.17,0.07,1.13,0.07
EV,3.4,0.23,3.4,0.23,3.4,0.23
ECT,1.0,0.1,1.0,0.1,1.0,0.1
ECL,2.11,0.1,2.11,0.1,2.11,0.1
EIX,0.64,0.05,0.64,0.05,0.64,0.05
EDR,1.34,0.02,1.32,0.02,1.31,0.02
EW,4.18,0.47,3.28,0.36,2.79,0.3
EE,0.88,0.05,0.88,0.05,0.88,0.05
LLY,2.24,0.22,1.58,0.15,1.27,0.12
ELLI,5.83,0.19,4.66,0.15,4.01,0.13
EFC,0.92,0.02,0.92,0.02,0.92,0.02
EARN,0.11,0.0,0.11,0.0,0.11,0.0
EMC,1.27,0.16,1.07,0.13,0.95,0.12
EME,0.96,0.09,0.96,0.09,0.96,0.09
EMES,2.7,0.25,2.7,0.25,2.7,0.25
EBS,1.48,0.3,1.04,0.21,0.84,0.16
EMR,1.98,0.15,1.98,0.15,1.98,0.15
EDE,0.83,0.06,0.83,0.06,0.83,0.06
ESRT,1.1,0.05,1.1,0.05,1.1,0.05
EIG,0.25,0.03,0.25,0.03,0.25,0.03
ELX,1.0,0.25,0.6,0.15,0.45,0.11
ENBL,0.76,0.05,0.76,0.05,0.76,0.05
EEP,1.09,0.07,1.09,0.07,1.09,0.07
ENH,0.38,0.04,0.38,0.04,0.38,0.04
NDRO,0.31,0.05,0.31,0.05,0.31,0.05
EGN,1.01,0.08,1.01,0.08,1.01,0.08
ENR,1.6,0.1,1.53,0.09,1.48,0.09
ETE,1.03,0.04,1.03,0.04,1.03,0.04
ENS,1.57,0.1,1.57,0.1,1.57,0.1
EGL,1.24,0.07,1.24,0.07,1.24,0.07
ENLK,1.09,0.04,1.09,0.04,1.09,0.04
ENLC,0.77,0.04,0.77,0.04,0.77,0.04
EBF,1.04,0.24,1.04,0.24,1.04,0.24
NPO,1.2,0.05,1.2,0.05,1.2,0.05
ESV,0.72,0.23,0.72,0.23,0.72,0.23
ETM,1.04,0.09,1.04,0.09,1.04,0.09
ETR,0.6,0.04,0.6,0.04,0.6,0.04
ENJ,0.47,0.06,0.47,0.06,0.47,0.06
EZT,0.69,0.05,0.69,0.05,0.69,0.05
EPD,1.88,0.09,1.88,0.09,1.88,0.09
EVC,1.77,0.11,1.77,0.11,1.77,0.11
ENV,4.63,0.07,4.63,0.07,4.63,0.07
EVHC,1.96,0.09,1.96,0.09,1.96,0.09
ENZ,2.23,0.22,1.84,0.18,1.59,0.16
EOG,1.7,0.16,1.7,0.16,1.7,0.16
EPE,0.77,0.2,0.77,0.2,0.77,0.2
EPAM,5.35,0.16,5.35,0.16,5.35,0.16
EPR,1.37,0.07,1.37,0.07,1.37,0.07
EQT,1.33,0.08,1.33,0.08,1.33,0.08
EQM,4.75,0.23,4.75,0.23,4.75,0.23
EFX,2.84,0.14,2.84,0.14,2.84,0.14
EQC,0.97,0.03,0.97,0.03,0.97,0.03
ELS,2.0,0.07,2.0,0.07,2.0,0.07
EQY,1.43,0.04,1.43,0.04,1.43,0.04
EQR,1.69,0.04,1.69,0.04,1.69,0.04
EQS,0.76,0.06,0.76,0.06,0.76,0.06
ERA,0.75,0.04,0.75,0.04,0.75,0.04
EROS,1.54,0.1,1.54,0.1,1.54,0.1
ESE,1.26,0.08,1.26,0.08,1.26,0.08
ESNT,2.01,0.14,2.01,0.14,2.01,0.14
ESS,1.73,0.02,1.73,0.02,1.73,0.02
EL,4.18,0.22,4.18,0.22,4.18,0.22
ESL,1.42,0.1,1.3,0.09,1.21,0.09
ETH,1.3,0.11,1.3,0.11,1.3,0.11
EVR,1.43,0.14,1.43,0.14,1.43,0.14
RE,0.42,0.07,0.42,0.07,0.42,0.07
ES,0.86,0.06,0.86,0.06,0.86,0.06
EVTC,2.59,0.11,2.59,0.11,2.59,0.11
EVDY,1.56,0.25,1.09,0.16,0.87,0.12
EVGN,1.91,0.24,1.61,0.18,1.43,0.15
EXAM,2.37,0.05,2.37,0.05,2.37,0.05
EXAR,1.75,0.21,1.34,0.17,1.12,0.14
EXL,1.12,0.02,1.12,0.02,1.12,0.02
XCO,0.83,0.05,0.83,0.05,0.83,0.05
XLS,1.07,0.09,1.03,0.09,1.0,0.09
EXC,0.59,0.03,0.59,0.03,0.59,0.03
EXPR,1.29,0.11,1.29,0.11,1.29,0.11
STAY,1.61,0.08,1.61,0.08,1.61,0.08
EXH,0.91,0.05,0.91,0.05,0.91,0.05
EXR,2.28,0.07,2.28,0.07,2.28,0.07
XOM,1.14,0.1,1.14,0.1,1.14,0.1
FN,1.15,0.14,1.15,0.14,1.15,0.14
FDS,9.41,0.47,9.41,0.47,9.41,0.47
FICO,2.99,0.2,2.52,0.17,2.24,0.15
FDO,2.44,0.09,2.44,0.09,2.44,0.09
FFG,0.18,0.02,0.18,0.02,0.18,0.02
FRT,2.65,0.06,2.65,0.06,2.65,0.06
FSS,1.66,0.14,1.66,0.14,1.66,0.14
FII,3.39,0.21,3.39,0.21,3.39,0.21
FDX,1.53,0.12,1.53,0.12,1.53,0.12
FCH,1.53,0.03,1.53,0.03,1.53,0.03
FGP,2.2,0.11,2.2,0.11,2.2,0.11
FOE,1.29,0.13,1.29,0.13,1.29,0.13
FNF,0.96,0.04,0.96,0.04,0.96,0.04
FIS,1.63,0.09,1.63,0.09,1.63,0.09
FAC,0.46,0.03,0.46,0.03,0.46,0.03
FAF,0.9,0.05,0.9,0.05,0.9,0.05
FR,1.4,0.04,1.4,0.04,1.4,0.04
FPO,0.93,0.01,0.93,0.01,0.93,0.01
FE,0.72,0.03,0.72,0.03,0.72,0.03
OAKS,0.2,0.01,0.2,0.01,0.2,0.01
FVE,0.57,0.03,0.57,0.03,0.57,0.03
FLT,2.06,0.11,2.06,0.11,2.06,0.11
FLTX,5.14,0.16,4.64,0.14,4.32,0.13
FTK,1.89,0.21,1.84,0.2,1.8,0.2
FLO,2.27,0.11,2.27,0.11,2.27,0.11
FLS,1.8,0.16,1.8,0.16,1.8,0.16
FLR,1.22,0.15,1.22,0.15,1.22,0.15
FMC,1.78,0.13,1.67,0.12,1.59,0.11
FTI,1.56,0.17,1.49,0.16,1.43,0.16
FL,2.39,0.22,2.39,0.22,2.39,0.22
F,0.88,0.02,0.88,0.02,0.88,0.02
FOR,0.75,0.06,0.75,0.06,0.75,0.06
FIG,0.51,0.06,0.51,0.06,0.51,0.06
FBHS,1.96,0.1,1.96,0.1,1.96,0.1
FET,1.14,0.12,1.14,0.12,1.14,0.12
FC,1.81,0.11,1.81,0.11,1.81,0.11
BEN,2.11,0.19,2.11,0.19,2.11,0.19
FI,1.66,0.19,1.66,0.19,1.66,0.19
FCX,0.71,0.11,0.7,0.11,0.7,0.11
FSL,5.39,0.49,3.13,0.28,2.33,0.21
FDP,0.89,0.07,0.89,0.07,0.89,0.07
FSIC,0.79,0.05,0.79,0.05,0.79,0.05
FCN,0.95,0.06,0.95,0.06,0.95,0.06
FRM,1.23,0.07,1.23,0.07,1.23,0.07
FF,1.07,0.14,1.05,0.13,1.03,0.13
FXCM,0.12,0.02,0.12,0.02,0.12,0.02
GCAP,0.42,0.04,0.42,0.04,0.42,0.04
GBL,3.01,0.18,3.01,0.18,3.01,0.18
GME,1.11,0.15,1.11,0.15,1.11,0.15
GCI,1.11,0.11,1.11,0.11,1.11,0.11
GPS,2.36,0.27,2.36,0.27,2.36,0.27
IT,4.04,0.16,4.04,0.16,4.04,0.16
GMT,0.96,0.05,0.96,0.05,0.96,0.05
GNRC,2.28,0.18,2.18,0.17,2.1,0.16
BGC,0.65,0.08,0.65,0.08,0.65,0.08
GD,1.36,0.11,1.36,0.11,1.36,0.11
GE,0.88,0.04,0.88,0.04,0.88,0.04
GGP,1.64,0.04,1.64,0.04,1.64,0.04
GIS,1.87,0.1,1.87,0.1,1.87,0.1
GM,0.59,0.02,0.59,0.02,0.59,0.02
GSI,0.75,0.03,0.75,0.03,0.75,0.03
GCO,1.1,0.11,1.1,0.11,1.1,0.11
GWR,1.2,0.08,1.2,0.08,1.2,0.08
GEL,1.81,0.04,1.81,0.04,1.81,0.04
GEN           ,2.31,0.04,2.31,0.04,2.31,0.04
GNE,1.83,0.25,1.5,0.21,1.31,0.18
G,2.05,0.11,2.05,0.11,2.05,0.11
GPC,1.79,0.14,1.79,0.14,1.79,0.14
GNW,0.09,0.02,0.09,0.02,0.09,0.02
GEO,1.58,0.08,1.58,0.08,1.58,0.08
GPRK,0.75,0.07,0.75,0.07,0.75,0.07
GTY,1.04,0.04,1.04,0.04,1.04,0.04
GIMO,4.84,0.37,3.14,0.23,2.47,0.18
GLT,0.96,0.07,0.96,0.07,0.96,0.07
BRSS,1.24,0.15,1.24,0.15,1.24,0.15
GCA,0.98,0.04,0.98,0.04,0.98,0.04
GLP,0.93,0.08,0.93,0.08,0.93,0.08
GPN,1.95,0.11,1.95,0.11,1.95,0.11
GLPW,0.66,0.04,0.66,0.04,0.66,0.04
GLOB,4.47,0.16,4.47,0.16,4.47,0.16
GMED,3.34,0.26,2.97,0.23,2.72,0.21
GNC,2.05,0.16,2.05,0.16,2.05,0.16
GS,0.48,0.01,0.48,0.01,0.48,0.01
GDP,1.07,0.38,1.07,0.38,1.07,0.38
GOV,1.09,0.03,1.09,0.03,1.09,0.03
GPX,2.1,0.14,2.1,0.14,2.1,0.14
GGG,3.13,0.25,2.84,0.22,2.64,0.21
GTI,0.61,0.13,0.59,0.13,0.58,0.13
GHM,1.54,0.13,1.54,0.13,1.54,0.13
GPT,1.4,0.0,1.4,0.0,1.4,0.0
GVA,1.03,0.07,1.03,0.07,1.03,0.07
GPK,1.56,0.07,1.56,0.07,1.56,0.07
GTN,1.19,0.09,1.19,0.09,1.19,0.09
GXP,0.76,0.05,0.76,0.05,0.76,0.05
GB,1.64,0.14,1.41,0.12,1.26,0.1
GDOT,0.62,0.05,0.62,0.05,0.62,0.05
GBX,1.29,0.17,1.29,0.17,1.29,0.17
GHL,3.72,0.21,3.72,0.21,3.72,0.21
GEF,0.88,0.06,0.88,0.06,0.88,0.06
GFF,0.94,0.05,0.94,0.05,0.94,0.05
GPI,1.03,0.08,1.03,0.08,1.03,0.08
GRUB,4.03,0.05,4.03,0.05,4.03,0.05
GTT,2.86,0.05,2.86,0.05,2.86,0.05
GES,1.0,0.08,1.0,0.08,1.0,0.08
GWRE,4.87,0.19,3.87,0.15,3.33,0.13
GUA,0.35,0.06,0.35,0.06,0.35,0.06
GLF,0.55,0.04,0.55,0.04,0.55,0.04
HRB,2.27,0.48,2.27,0.48,2.27,0.48
FUL,1.38,0.05,1.38,0.05,1.38,0.05
HAE,1.74,0.07,1.59,0.06,1.49,0.06
HK,0.68,0.06,0.68,0.06,0.68,0.06
HAL,1.52,0.17,1.52,0.17,1.52,0.17
HBI,2.8,0.12,2.8,0.12,2.8,0.12
HGR,0.99,0.09,0.99,0.09,0.99,0.09
HASI,1.16,0.02,1.16,0.02,1.16,0.02
HOG,1.85,0.13,1.85,0.13,1.85,0.13
HAR,2.51,0.11,2.51,0.11,2.51,0.11
HRS,2.09,0.18,2.09,0.18,2.09,0.18
HSC,0.95,0.05,0.94,0.05,0.94,0.05
HHS,0.86,0.06,0.86,0.06,0.86,0.06
HIG,0.1,0.01,0.1,0.01,0.1,0.01
HNR,0.13,0.83,0.13,0.83,0.13,0.83
HVT,1.21,0.08,1.21,0.08,1.21,0.08
HE,0.48,0.03,0.48,0.03,0.48,0.03
HCA,1.97,0.18,1.97,0.18,1.97,0.18
HCC,0.62,0.06,0.62,0.06,0.62,0.06
HCI,1.02,0.17,1.02,0.17,1.02,0.17
HCP,1.37,0.06,1.37,0.06,1.37,0.06
HW,2.23,0.09,2.23,0.09,2.23,0.09
HCN,1.49,0.04,1.49,0.04,1.49,0.04
HNT,0.92,0.04,0.92,0.04,0.92,0.04
HR,1.47,0.04,1.47,0.04,1.47,0.04
HTA,1.58,0.03,1.58,0.03,1.58,0.03
HLS,1.81,0.17,1.81,0.17,1.81,0.17
HPY,1.76,0.08,1.76,0.08,1.76,0.08
HL,0.74,0.02,0.72,0.02,0.7,0.02
HEI,2.69,0.13,2.69,0.13,2.69,0.13
HLX,0.86,0.1,0.86,0.1,0.86,0.1
HP,1.22,0.17,1.21,0.17,1.21,0.17
HLF,2.4,0.2,2.4,0.2,2.4,0.2
HTGC,0.91,0.07,0.91,0.07,0.91,0.07
HRTG,1.02,0.15,1.02,0.15,1.02,0.15
HT,1.19,0.04,1.19,0.04,1.19,0.04
HSY,4.06,0.25,4.06,0.25,4.06,0.25
HTZ,1.05,0.06,1.05,0.06,1.05,0.06
HES,0.72,0.05,0.72,0.05,0.72,0.05
HPQ,0.79,0.1,0.72,0.09,0.67,0.09
HXL,2.58,0.18,2.43,0.17,2.32,0.16
HF,2.79,0.17,2.79,0.17,2.79,0.17
HGG,0.27,0.13,0.27,0.13,0.27,0.13
HCLP,3.3,0.35,3.3,0.35,3.3,0.35
ONE           ,0.91,0.19,0.84,0.18,0.79,0.17
HIW,1.57,0.04,1.57,0.04,1.57,0.04
HIL,0.68,0.06,0.68,0.06,0.68,0.06
HI,1.34,0.09,1.34,0.09,1.34,0.09
HRC,2.01,0.12,1.79,0.1,1.64,0.1
HLT,1.57,0.06,1.57,0.06,1.57,0.06
HNI,1.93,0.1,1.93,0.1,1.93,0.1
HEP,1.98,0.11,1.98,0.11,1.98,0.11
HFC,0.96,0.12,0.96,0.12,0.96,0.12
HD,4.08,0.25,4.08,0.25,4.08,0.25
HME,1.51,0.05,1.51,0.05,1.51,0.05
HON,1.98,0.13,1.98,0.13,1.98,0.13
HMN,0.18,0.02,0.18,0.02,0.18,0.02
HRL,2.64,0.18,2.64,0.18,2.64,0.18
HOS,0.62,0.06,0.62,0.06,0.62,0.06
HSP,2.53,0.13,2.22,0.11,2.01,0.1
HPT,1.27,0.06,1.27,0.06,1.27,0.06
HST,1.61,0.06,1.61,0.06,1.61,0.06
HOV,1.04,0.05,1.04,0.05,1.04,0.05
HHC,1.57,0.03,1.57,0.03,1.57,0.03
HRG,0.26,0.02,0.26,0.02,0.26,0.02
HPP,1.63,0.02,1.63,0.02,1.63,0.02
HGT,2.11,0.44,2.11,0.44,2.11,0.44
HUM,1.33,0.1,1.33,0.1,1.33,0.1
HII,1.34,0.11,1.34,0.11,1.34,0.11
HUN,0.98,0.08,0.94,0.08,0.91,0.07
H,1.21,0.03,1.21,0.03,1.21,0.03
HY,1.1,0.13,1.1,0.13,1.1,0.13
IDA,0.83,0.05,0.83,0.05,0.83,0.05
IEX,2.34,0.15,2.34,0.15,2.34,0.15
IDT,0.86,0.23,0.82,0.22,0.79,0.21
IHS,1.9,0.06,1.9,0.06,1.9,0.06
ITW,2.43,0.15,2.43,0.15,2.43,0.15
IMN,0.39,0.23,0.35,0.2,0.32,0.19
IMAX,4.24,0.13,3.96,0.12,3.77,0.12
IMPV,6.39,0.5,4.46,0.34,3.62,0.27
IMPR,3.02,0.44,2.0,0.27,1.58,0.21
IMS,1.86,0.04,1.86,0.04,1.86,0.04
ICD,0.74,0.14,0.74,0.14,0.74,0.14
IHC,0.4,0.02,0.4,0.02,0.4,0.02
CMLP,2.08,0.04,2.08,0.04,2.08,0.04
BLOX,3.32,0.21,2.52,0.16,2.11,0.13
IR,1.29,0.08,1.29,0.08,1.29,0.08
IM,0.42,0.04,0.42,0.04,0.42,0.04
INGR,1.46,0.11,1.46,0.11,1.46,0.11
IRC,1.2,0.02,1.2,0.02,1.2,0.02
IPHI,2.47,0.43,1.54,0.24,1.19,0.18
NSP,1.62,0.06,1.62,0.06,1.62,0.06
IBP,3.31,0.12,3.31,0.12,3.31,0.12
IEH,0.51,0.06,0.51,0.06,0.51,0.06
ICE,0.43,0.02,0.43,0.02,0.43,0.02
IFF,2.96,0.25,2.43,0.2,2.12,0.18
IBM,1.78,0.2,1.56,0.17,1.41,0.16
IGT,1.38,0.15,1.17,0.13,1.04,0.11
IP,1.19,0.05,1.19,0.05,1.19,0.05
ISH,0.53,0.06,0.53,0.06,0.53,0.06
IPG,0.81,0.07,0.81,0.07,0.81,0.07
IL,1.37,0.09,1.21,0.08,1.11,0.07
SNOW,0.95,0.19,0.95,0.19,0.95,0.19
IPI,0.9,0.02,0.9,0.02,0.9,0.02
XON,7.43,0.24,5.74,0.18,4.81,0.15
IVC,0.71,0.06,0.71,0.06,0.71,0.06
INVN,2.67,0.13,2.28,0.11,2.05,0.1
IVR,0.18,0.0,0.18,0.0,0.18,0.0
IVZ,1.3,0.06,1.3,0.06,1.3,0.06
ITG,0.86,0.02,0.86,0.02,0.86,0.02
IRET,0.98,0.04,0.98,0.04,0.98,0.04
IO,0.93,0.26,0.79,0.23,0.7,0.21
IRM,1.88,0.08,1.88,0.08,1.88,0.08
STAR          ,0.95,0.01,0.95,0.01,0.95,0.01
ITC,1.39,0.09,1.39,0.09,1.39,0.09
ITT,1.01,0.09,0.95,0.09,0.91,0.08
ESI,0.42,0.11,0.42,0.11,0.42,0.11
JPM,0.37,0.01,0.37,0.01,0.37,0.01
JCP,0.76,0.04,0.76,0.04,0.76,0.04
JGW,0.85,0.02,0.85,0.02,0.85,0.02
SJM,1.79,0.1,1.79,0.1,1.79,0.1
JBL,0.71,0.03,0.7,0.03,0.69,0.03
JEC,0.82,0.07,0.82,0.07,0.82,0.07
JNS,1.4,0.09,1.4,0.09,1.4,0.09
JAH,1.38,0.06,1.38,0.06,1.38,0.06
JMI           ,0.08,0.0,0.08,0.0,0.08,0.0
JMP,0.17,0.02,0.17,0.02,0.17,0.02
JBT,1.72,0.12,1.62,0.11,1.54,0.1
JNJ,2.28,0.22,1.92,0.19,1.7,0.17
JCI,1.32,0.07,1.32,0.07,1.32,0.07
JONE,0.55,0.06,0.55,0.06,0.55,0.06
JLL,1.52,0.1,1.52,0.1,1.52,0.1
JOY,1.02,0.09,1.02,0.09,1.02,0.09
JPEP,0.69,0.04,0.69,0.04,0.69,0.04
JNPR,1.44,0.21,1.05,0.16,0.86,0.13
LRN,0.87,0.12,0.81,0.11,0.76,0.11
KAI,1.48,0.11,1.42,0.11,1.37,0.1
KAMN,1.17,0.09,1.17,0.09,1.17,0.09
KSU,1.74,0.11,1.74,0.11,1.74,0.11
KS,1.47,0.11,1.47,0.11,1.47,0.11
KAR,1.34,0.07,1.34,0.07,1.34,0.07
KATE,5.17,0.13,5.17,0.13,5.17,0.13
KED,1.59,0.01,1.59,0.01,1.59,0.01
KBH,0.83,0.03,0.83,0.03,0.83,0.03
KBR,0.56,0.17,0.56,0.17,0.56,0.17
KCG,0.42,0.01,0.42,0.01,0.42,0.01
K,1.98,0.12,1.98,0.12,1.98,0.12
KEM,0.76,0.06,0.7,0.06,0.65,0.05
KMPA,0.27,0.02,0.27,0.02,0.27,0.02
KMT,1.16,0.15,1.16,0.15,1.16,0.15
KW,0.9,0.01,0.9,0.01,0.9,0.01
KWN,19.93,0.03,19.93,0.03,19.93,0.03
KEG,0.47,0.08,0.47,0.08,0.47,0.08
KRC,1.61,0.02,1.61,0.02,1.61,0.02
KMB,3.22,0.15,3.22,0.15,3.22,0.15
KIM,1.47,0.03,1.47,0.03,1.47,0.03
KMI,1.65,0.06,1.65,0.06,1.65,0.06
KND,0.86,0.04,0.86,0.04,0.86,0.04
KFS,0.37,0.02,0.37,0.02,0.37,0.02
KEX,1.29,0.12,1.29,0.12,1.29,0.12
KRG,0.99,0.01,0.99,0.01,0.99,0.01
KKR,0.32,0.02,0.32,0.02,0.32,0.02
KMG,1.85,0.04,1.85,0.04,1.85,0.04
KNX,2.42,0.18,2.42,0.18,2.42,0.18
KNL,1.6,0.09,1.6,0.09,1.6,0.09
KN,1.07,0.08,0.95,0.07,0.88,0.06
KSS,1.36,0.12,1.36,0.12,1.36,0.12
KOP,1.01,0.03,1.01,0.03,1.01,0.03
KFY,1.31,0.09,1.31,0.09,1.31,0.09
KOS,1.49,0.12,1.49,0.12,1.49,0.12
KRA,0.9,0.08,0.83,0.07,0.78,0.07
KKD,3.54,0.14,3.54,0.14,3.54,0.14
KR,1.51,0.11,1.51,0.11,1.51,0.11
KRO,1.16,0.09,1.16,0.09,1.16,0.09
LB,4.14,0.28,4.14,0.28,4.14,0.28
SCX,0.74,0.06,0.74,0.06,0.74,0.06
LLL,1.02,0.08,1.02,0.08,1.02,0.08
LQ,1.55,0.04,1.55,0.04,1.55,0.04
LH,2.15,0.13,2.15,0.13,2.15,0.13
LG,0.85,0.05,0.85,0.05,0.85,0.05
LADR,0.63,0.01,0.63,0.01,0.63,0.01
LDR,2.15,0.36,2.15,0.36,2.15,0.36
LCI,5.27,0.61,4.62,0.53,4.23,0.48
LPI,1.25,0.07,1.25,0.07,1.25,0.07
LVS,2.41,0.18,2.4,0.18,2.4,0.18
LHO,1.43,0.05,1.43,0.05,1.43,0.05
LAZ,2.44,0.17,2.44,0.17,2.44,0.17
LZB,1.81,0.13,1.81,0.13,1.81,0.13
LF,0.33,0.17,0.27,0.14,0.24,0.12
LEA,1.15,0.1,1.15,0.1,1.15,0.1
LEE,1.19,0.14,1.19,0.14,1.19,0.14
LM,1.02,0.07,1.02,0.07,1.02,0.07
LEG,2.23,0.11,2.23,0.11,2.23,0.11
LDOS,1.31,0.17,1.31,0.17,1.31,0.17
LEN,1.1,0.08,1.1,0.08,1.1,0.08
LII,3.15,0.18,3.15,0.18,3.15,0.18
LUK,0.39,0.01,0.39,0.01,0.39,0.01
LVLT,1.46,0.07,1.46,0.07,1.46,0.07
LXP,1.15,0.04,1.15,0.04,1.15,0.04
LXK,0.93,0.15,0.73,0.12,0.62,0.1
LPT,1.27,0.04,1.27,0.04,1.27,0.04
LTM,1.48,0.09,1.48,0.09,1.48,0.09
LOCK,2.45,0.15,2.01,0.12,1.75,0.1
LNC,0.1,0.01,0.1,0.01,0.1,0.01
LNN,1.74,0.15,1.65,0.14,1.58,0.13
LNKD,6.25,0.14,5.09,0.11,4.44,0.09
LGF,1.95,0.09,1.95,0.09,1.95,0.09
LAD,1.59,0.11,1.59,0.11,1.59,0.11
LYV,1.21,0.06,1.21,0.06,1.21,0.06
LMT,1.81,0.15,1.81,0.15,1.81,0.15
L,0.34,0.02,0.34,0.02,0.34,0.02
LO,7.0,0.61,7.0,0.61,7.0,0.61
LPX,1.3,0.03,1.3,0.03,1.3,0.03
LOW,2.52,0.14,2.52,0.14,2.52,0.14
LRE,0.95,0.14,0.95,0.14,0.95,0.14
LXU,1.32,0.05,1.32,0.05,1.32,0.05
LTC,1.93,0.07,1.93,0.07,1.93,0.07
LUB,0.76,0.04,0.76,0.04,0.76,0.04
LL,1.82,0.23,1.82,0.23,1.82,0.23
LXFR,1.29,0.2,1.29,0.2,1.29,0.2
LDL,1.49,0.09,1.49,0.09,1.49,0.09
WLH,0.99,0.05,0.99,0.05,0.99,0.05
LYB,2.32,0.22,2.28,0.22,2.25,0.22
MDC,0.96,0.04,0.96,0.04,0.96,0.04
MHO,0.88,0.07,0.88,0.07,0.88,0.07
MAC,1.46,0.03,1.46,0.03,1.46,0.03
CLI,0.91,0.02,0.91,0.02,0.91,0.02
MIC,1.36,0.04,1.36,0.04,1.36,0.04
M,1.39,0.13,1.39,0.13,1.39,0.13
MMP,3.98,0.18,3.98,0.18,3.98,0.18
MX,0.7,0.27,0.5,0.2,0.4,0.16
MHR,0.83,0.26,0.83,0.26,0.83,0.26
MAIN,1.33,0.06,1.33,0.06,1.33,0.06
MNK,1.37,0.07,1.32,0.07,1.28,0.07
MTW,1.1,0.07,1.1,0.07,1.1,0.07
MN,0.8,0.54,0.8,0.54,0.8,0.54
MAN,1.0,0.1,1.0,0.1,1.0,0.1
